Year_PlotID,PlotID,date,area,SiteName,x_utm,y_utm,lat,lon
2018_A1C3_13-02,A1C3_13,43399,AAB,Ambiky,225923,8502624,-13.531904,48.467815
2018_A1C3_13-03,A1C3_13,43399,AAB,Ambiky,225935,8502578,-13.532321,48.467922
2018_A1C3_13-04,A1C3_13,43399,AAB,Ambiky,225888,8502564,-13.532443,48.467487
2018_A1C3_13-05,A1C3_13,43399,AAB,Ambiky,225076,8502613,-13.531924,48.459994
2018_A1C1_50-01,A1C1_50,43403,AAB,Ambolikapika,223499,8500208,-13.553501,48.445203
2018_A1C1_50-02,A1C1_50,43403,AAB,Ambolikapika,223512,8500234,-13.553267,48.445325
2018_A1C1_50-03,A1C1_50,43403,AAB,Ambolikapika,223524,8500191,-13.553657,48.445432
2018_A1C1_50-04,A1C1_50,43403,AAB,Ambolikapika,223481,8500178,-13.55377,48.445034
2018_A1C1_50-05,A1C1_50,43403,AAB,Ambolikapika,223465,8500222,-13.553371,48.44489
2018_A1C1_69-01,A1C1_69,43410,AAB,Andimakafito,227397,8498402,-13.570181,48.481022
2018_A1C1_69-02,A1C1_69,43410,AAB,Andimakafito,227413,8498431,-13.569921,48.481173
2018_A1C1_69-03,A1C1_69,43410,AAB,Andimakafito,227428,8498384,-13.570347,48.481307
2018_A1C1_69-04,A1C1_69,43410,AAB,Andimakafito,227381,8498369,-13.570478,48.480872
2018_A1C1_69-05,A1C1_69,43410,AAB,Andimakafito,227368,8498417,-13.570043,48.480756
2018_A1C2_47-01,A1C2_47,43411,AAB,Ambalahonko,223503,8497501,-13.577954,48.444978
2018_A1C2_47-02,A1C2_47,43411,AAB,Ambalahonko,223520,8497529,-13.577703,48.445138
2018_A1C2_47-03,A1C2_47,43411,AAB,Ambalahonko,223533,8497484,-13.578111,48.445253
2018_A1C2_47-04,A1C2_47,43411,AAB,Ambalahonko,223490,8497469,-13.578242,48.444855
2018_A1C2_47-05,A1C2_47,43411,AAB,Ambalahonko,223475,8497517,-13.577807,48.444721
2018_A1C2_37-01,A1C2_37,43412,AAB,Ampanakana,223794,8498399,-13.56987,48.447752
2018_A1C2_37-02,A1C2_37,43412,AAB,Ampanakana,225812,8498430,-13.56978,48.466389
2018_A1C2_37-03,A1C2_37,43412,AAB,Ampanakana,223824,8498383,-13.570017,48.448027
2018_A1C2_37-04,A1C2_37,43412,AAB,Ampanakana,223780,8498370,-13.570131,48.44762
2018_A1C2_37-05,A1C2_37,43412,AAB,Ampanakana,223773,8498416,-13.569714,48.44756
2018_A1C1_36-01,A1C1_36,43413,AAB,Ampanakana,223805,8497807,-13.575219,48.447796
2018_A1C1_36-02,A1C1_36,43413,AAB,Ampanakana,223823,8497835,-13.574967,48.447965
2018_A1C1_36-03,A1C1_36,43413,AAB,Ampanakana,223833,8497788,-13.575393,48.448053
2018_A1C1_36-04,A1C1_36,43413,AAB,Ampanakana,223786,8497780,-13.575461,48.447618
2018_A1C1_36-05,A1C1_36,43413,AAB,Ampanakana,223776,8497826,-13.575044,48.44753
